Lettre	Date	Lieu de création	Auteur	Destinataire	Personnes mentionnées	Lieux mentionnés	Œuvres mentionnées
1879_10	1879-04-30	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Luise Philippine Conradine Edwards, Edwin Edwards, Ruth Dubourg, Victoria Esch, Mlle	Londres, Royal Academy of Arts Francfort-sur-le-Main Paris, Salon	F La famille Dubourg S Portrait of a Lady - Flämische Bauersfrau in malerischer Nationaltracht (paysanne flamande en costume national) S Porträt der Luise Scholderer (portrait de Luise Scholderer)
1879_11	1879-05-05	[Paris]	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Fabre Dubourg, Victoria Esch, Mlle Dubourg, Charlotte Edwards, Edwin Whistler, James Abbott MacNeill Manet, Edouard Degas, Edgar Ruskin Zola, Émile Delacroix, Eugène Ingres, Jean-Auguste-Dominique Edwards, Ruth Renoir, Auguste Sisley, Alfred Cézanne, Paul Pissarro, Camille Monet, Claude Bazille, Frédéric Dreyfus, Alfred Riesener, Léon Morisot, Berthe	Londres, Royal Academy of Arts Paris, Exposition impressionniste, 4e exposition, 28 avenue de l´Opéra Londres Paris Paris, Musée du Luxembourg Paris, Musée du Louvre Paris, galerie Durand-Ruel Paris, Salon Londres, Grosvenor Gallery, 51a New Bond Street Paris, Salon des arts décoratifs Paris, galerie Georges Petit	S Porträt der Luise Scholderer (portrait de Luise Scholderer) S Portrait of a Lady - Flämische Bauersfrau in malerischer Nationaltracht (paysanne flamande en costume national) F Un atelier aux Batignolles F Portraits ou la leçon de dessin dans l'atelier F Fleurs (hortensias, giroflées, deux pots de pensées)
1879_12	1897-05-16	[Londres]	Scholderer, Otto	Fantin-Latour, Henri	Fabre	Paris Paris, Salon	F Portraits ou la leçon de dessin dans l'atelier
1879_13	1879-05-25	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Esch, Mlle Goupil, Adolphe Fabre Dubourg, Victoria Edwards, Edwin Edwards, Ruth Scholderer, Luise Philippine Conradine Riesener, Léon Menzel, Adolph Courbet, Gustave Cornelius, Peter von Millais Whistler, James Abbott MacNeill Legros, Alphonse	Paris, maison Goupil (1829-1920) Londres, Royal Academy of Arts Londres Paris, Salon Londres, Grosvenor Gallery, 51a New Bond Street Paris, galerie Georges Petit	F Portraits ou la leçon de dessin dans l'atelier F Fleurs (hortensias, giroflées, deux pots de pensées) S Mandolinenspielerin (joueuse de mandoline)
1879_14	1879-06-30	[Paris]	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Edwards, Edwin Fantin-Latour, Jean-Théodore Fantin-Latour, Nathalie Manet, Edouard Cazin, Jean-Charles Riesener, Léon Boudin, Eugène Bonvin, Francois Armitage, Edwards Edwards, Ruth Esch, Mlle Fabre Whistler, James Abbott MacNeill Legros, Alphonse Bracquemond, Felix Dubourg, Victoria	Londres, Royal Academy of Arts Londres Paris Paris, Salon	F Portraits ou la leçon de dessin dans l'atelier
1879_15	1879-07-20	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Riesener, Léon Edwards, Edwin Edwards, Ruth Fabre Schumann, Robert Esch, Mlle Scholderer, Luise Philippine Conradine Dubourg, Victoria Delacroix, Eugène	Londres, Royal Academy of Arts Londres Paris Paris, Salon	F Portraits ou la leçon de dessin dans l'atelier F Pivoines, gros bouquet S Mandolinenspielerin (joueuse de mandoline) S Mandolinenspielerin (joueuse de mandoline) S Schwarzwaldmühle in Kirnbach bei Schiltach (moulin de la Forêt-Noire à Kirnbach près de Schiltach) S Haasenbub (le braconnier) S Stilleben mit Auerhahn und Fasan (nature morte avec coq de bruyère et faisan)
1879_16	1879-07-25	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Fabre Scholderer, Luise Philippine Conradine Esch, Mlle Cazin, Jean-Charles Dubourg, Victoria	Paris, Salon	
1879_17	1879-07-28	[Paris]	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Esch, Mlle Maître, Edmond Cazin, Jean-Charles	Paris Paris, École nationale des beaux-arts	
1879_18	1879-08-07	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Titien Riesener Esch, Mlle Dubourg, Victoria Scholderer, Luise Philippine Conradine	Londres, Royal Academy of Arts Paris Paris, Salon	F Portraits ou la leçon de dessin dans l'atelier F Copie d'après la Vierge au lapin de Titien (vers 1530) F Copie d'après la Vierge au lapin de Titien (vers 1530)
1879_19	1879-08-08	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Sickert, Oswald Adalbert Dubourg, Victoria Edwards, Edwin	Paris Fontainebleau Heist (Région flamande)	
1879_20	1879-08-23	Fontainebleau	Fantin-Latour, Henri	Scholderer, Otto	Dubourg, Victoria Dubourg, Charlotte Rousseau, Théodore Millet, Jean-François Whistler, James Abbott MacNeill Esch, Mlle Fantin-Latour, Henri Diaz de la Pena, Narcisse	Fontainebleau Grenoble	
1879_21	1879-11-16	Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Edwards, Ruth Esch, Mlle Edwards, Edwin Keene, Charles Samuel Legros, Alphonse Constable, John Mozart, Wolfgang Amadeus Schumann, Robert Brahms, Johannes Lhermitte, Léon Duranty, Louis Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore	Londres, Royal Academy of Arts Londres Fontainebleau Paris, Salon Londres, Continental Galleries	F Portraits ou la leçon de dessin dans l'atelier S Preparing for a Fancy Ball (Préparatifs pour le bal costumé)
1879_22	1879-12-05	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Thoma, Hans Duranty, Louis Edwards, Edwin Berlioz, Hector Dubourg, Victoria Scholderer, Luise Philippine Conradine Esch, Mlle	Londres, Royal Academy of Arts Londres Paris, Exposition Universelle, 1878 Paris, Salon	F Portraits ou la leçon de dessin dans l'atelier S Preparing for a Fancy Ball (Préparatifs pour le bal costumé)
1880_01	1880-01-16	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Berlioz, Hector Goethe, Johann Wolfgang von Thoma, Hans Dubourg, Victoria Esch, Mlle Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore Edwards, Ruth	Londres, Royal Academy of Arts Paris, Salon Londres, Continental Galleries	S Preparing for a Fancy Ball (Préparatifs pour le bal costumé) F Bouquet de roses F Roses thé et thé noisette F Chrysanthèmes jaunes F Raisins dans un panier S Selbstbildnis (autoportrait) S Man with Game (homme au gibier)
1880_02	1880-02-12	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Edwards, Ruth Schumann, Robert Berlioz, Hector Wagner, Richard Brahms, Johannes Thoma, Hans Goethe, Johann Wolfgang von Cazin, Jean Charles Cazin, Marie Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore Dubourg, Victoria	Londres, Royal Academy of Arts Paris Paris, Salon	S Selbstbildnis (autoportrait) S Preparing for a Fancy Ball (Préparatifs pour le bal costumé) F Finale du Rheingold F Portrait de Mademoiselle L.R. (Louise Riesener) F La Musique F Bouquet de roses F Portraits ou la leçon de dessin dans l'atelier F Paris-Murcie F La prise de Troie  : apparition d'Hector
1880_03	1880-03-12	Paris	Fantin-Latour, Henri	Scholderer, Otto	Dubourg, Victoria Esch, Mlle Duranty, Louis Riesener, Mlle		S Selbstbildnis (autoportrait)
1880_04	1880-03-15	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth	Francfort sur le Main, Städelsches Kunstinstitut Francfort-sur-le-Main	F Édouard Manet F Portraits ou la leçon de dessin dans l'atelier F Portrait de Mademoiselle L.R. (Louise Riesener) S Selbstbildnis (autoportrait)
1880_05	1880-04-20	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Luise Philippine Conradine Holbein, Hans Duranty, Louis Millais Menzel, Adolph Friedrich Erdmann von Thoma, Hans Edwards, Ruth Cazin, Jean Charles Lhermitte, Léon Fabre Esch, Mlle Holbein, Hans	Londres, Royal Academy of Arts Paris Paris, Exposition Universelle, 1878 Paris, Salon Londres, Grosvenor Gallery, 51a New Bond Street	S Selbstbildnis (autoportrait) S Preparing for a Fancy Ball (Préparatifs pour le bal costumé) F Portraits ou la leçon de dessin dans l'atelier F Finale du Rheingold F Portrait de Mademoiselle L.R. (Louise Riesener) F La Musique F Paris-Murcie F Tulipes de toutes couleurs S Blondes Mädchen mit Katze - Mieze's Früstück (Jeune fille blonde avec un chat - le petit déjeuner du chat) S Pussy's Breakfast (Le petit déjeuner du chat)
1880_06	1880-06-03	Paris	Fantin-Latour, Henri	Scholderer, Otto	Cazin, Jean Charles Lhermitte, Léon Duranty, Louis Degas, Edgar Millais Menzel, Adolph Friedrich Erdmann von Dubourg, Victoria Scholderer, Luise Philippine Conradine Esch, Mlle	Londres, Royal Academy of Arts Paris, Salon	S Selbstbildnis (autoportrait) S Preparing for a Fancy Ball (Préparatifs pour le bal costumé) S Man with Game (homme au gibier) F Portraits ou la leçon de dessin dans l'atelier F La famille Dubourg
1880_07	1880-06-08	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Jones, Madame Edwards, Ruth Lhermitte, Léon Dubourg, Victoria Millais Whistler, James Abbott MacNeill Duranty, Louis Cazin, Jean Charles Scholderer, Luise Philippine Conradine White, Mrs. Roth, Joseph Esch, Mlle Fabre	Londres, Royal Academy of Arts Paris, Salon Londres, Grosvenor Gallery, 51a New Bond Street	F Portraits ou la leçon de dessin dans l'atelier S Selbstbildnis (autoportrait) F La prise de Troie  : apparition d'Hector S Man with Game (homme au gibier) S Preparing for a Fancy Ball (Préparatifs pour le bal costumé) F Tulipes de toutes couleurs F Ondine F Pluie d'or S Gemüseverkäuferin (marchande de légumes) S Franceska
1880_08	1880-07	Paris	Fantin-Latour, Henri	Scholderer, Otto	Jones, Madame Esch, Mlle Edwards, Ruth Lhermitte, Léon Whistler, James Abbott MacNeill Cazin, Jean Charles Meyer, Madame Roth, Madame	Londres	S Selbstbildnis (autoportrait)
1880_09	1880-07-20	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Lhermitte, Léon Esch, Mlle Scholderer, Emilie Callimaki-Catargi, Eva Ingres, Jean-Auguste-Dominique Taylor, Tom Bastien-Lepage, Jules Bastien-Lepage Cazin, Jean Charles Cazin, Marie Dubourg, Charlotte Dubourg, Jean-Theodore Dubourg, Hélène	Londres Paris Buré (Normandie) Manchester Paris, Salon Londres, Grosvenor Gallery, 51a New Bond Street Manchester, Royal Manchester Institution Manchester, Royal Institution, 60th Exhibition of Works of Modern Artists, 1880	F Portrait d'Eva Callimaki Catargi S Selbstbildnis (autoportrait) S Preparing for a Fancy Ball (Préparatifs pour le bal costumé)
1880_10	1880-08-12	Paris	Fantin-Latour, Henri	Scholderer, Otto	Esch, Mlle Dubourg, Victoria Whistler, James Abbott MacNeill Callimaki-Catargi, Eva Bastien-Lepage, Jules Dubourg, Hélène Dubourg, Jean-Theodore Dubourg, Charlotte	Londres Buré (Normandie) Paris, Salon	F Portrait d'Eva Callimaki Catargi S Selbstbildnis (autoportrait) F Portraits ou la leçon de dessin dans l'atelier
1880_11	1880-10-10	Putney	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Luise Philippine Conradine Dubourg, Victoria Edwards, Ruth Esch, Mlle Scholderer, Viktor	Manchester Manchester, Royal Manchester Institution Manchester, Royal Institution, 60th Exhibition of Works of Modern Artists, 1880	F Portraits ou la leçon de dessin dans l'atelier S Preparing for a Fancy Ball (Préparatifs pour le bal costumé)
1880_12	1880-10-12	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Keene, Charles Samuel Menzel, Adolph Friedrich Erdmann von Duranty, Louis Scholderer, Luise Philippine Conradine Dubourg, Victoria Scholderer, Viktor	Paris Manchester Manchester, Royal Manchester Institution Manchester, Royal Institution, 60th Exhibition of Works of Modern Artists, 1880	F Capucines doubles S Franceska S Preparing for a Fancy Ball (Préparatifs pour le bal costumé) F Panier de roses
1880_13	1880-10-13	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Luise Philippine Conradine Edwards, Ruth Menzel, Adolph Friedrich Erdmann von		
1880_14	1880-11-08	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Viktor Scholderer, Luise Philippine Conradine Dubourg, Victoria Esch, Mlle Fabre	Londres, Royal Academy of Arts Manchester	F Portraits ou la leçon de dessin dans l'atelier
1880_15	1880-11-14	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Edwards, Ruth Deschamps, Charles W. Scholderer, Luise Philippine Conradine Esch, Mlle Menzel, Adolph Friedrich Erdmann von Duranty, Louis Keene, Charles Samuel	Londres, galerie Deschamps, 1A New Bond Street (à partir de 1880) Londres, Royal Academy of Arts Londres	S Gemüseverkäuferin - Marché aux légumes/ Gemüsemarkt (marchande de légume) F Tulipes de toutes couleurs F Pluie d'or F Roses F Fleurs S Homeward - Heimwärts - Heimkehr von der Ernte (retour des vendanges) S Peasant Girl/ Bauernmädchen - Landmädchen (paysanne) S Strickende (femme tricotant)
1880_16	1880-12-15	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor Scholderer, Luise Philippine Conradine Menzel, Adolph Friedrich Erdmann von Duranty, Louis Desboutin, Whistler, James Abbott MacNeill Esch, Mlle Dubourg, Victoria Degas, Edgar Cassatt, Mary Pissarro, Camille Duranty, Madame	Francfort-sur-le-Main Paris, Salon	F Portrait d'Eva Callimaki Catargi
1880_17	1880-12-16	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Callimaki-Catargi, Eva Rembrandt Scholderer, Viktor Dubourg, Victoria Whistler, James Abbott MacNeill Legros, Alphonse Cazin, Jean Charles Edwards, Ruth Edwards, Edwin Manet, Edouard Rochefort, Henri	Londres	F Portrait d'Eva Callimaki Catargi
1880_18	1880-12-29	[Paris]	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Scholderer, Viktor Dubourg, Victoria Callimaki-Catargi, Eva Whistler, James Abbott MacNeill Cazin, Jean Charles Edwards, Ruth Edwards, Edwin Rochefort, Henri Esch, Mlle Berlioz, Hector	Londres, Royal Academy of Arts Manchester Paris, Salon	F Portrait d'Eva Callimaki Catargi
1880_19	1880-12-31	Putney	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Viktor Whistler, James Abbott MacNeill Edwards, Ruth Cazin, Jean Charles Callimaki-Catargi, Eva Keene, Charles Samuel Dubourg, Victoria Esch, Mlle	Londres, Royal Academy of Arts Paris, Salon	F Portrait d'Eva Callimaki Catargi S Preparing for a Fancy Ball (Préparatifs pour le bal costumé) S Franceska
1881_01	1880-01-31	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Scholderer, Viktor Scholderer, Luise Philippine Conradine Duranty, Louis Degas, Edgar Thoma, Hans Gebhardt, Edward Karl Franz Menzel, Adolph Friedrich Erdmann von Esch, Mlle Duranty, Madame	Paris, Salon	
1881_02	1881-02-07	Putney	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Luise Philippine Conradine Duranty, Louis Thoma, Hans Menzel, Adolph Friedrich Erdmann von Gebhardt, Edward Karl Franz Scholderer, Viktor Dubourg, Victoria Esch, Mlle Duranty, Madame		
1881_03	1881-04-12	8 Clarendon Road Putney	Scholderer, Otto	Fantin-Latour, Henri	Tennyson, Alfred Beaconsfield, Millais Leighton, Frédérick Whistler, James Abbott MacNeill Edwards, Ruth Riesener, Mlle Scholderer, Viktor Scholderer, Luise Philippine Conradine Cazin, Jean Charles	Londres, Fine Art Society Londres Paris, Salon	S Peasant Girl/ Bauernmädchen - Landmädchen (paysanne) S Homeward - Heimwärts - Heimkehr von der Ernte (retour des vendanges) F Frontispice F L'enfance ance du Christ F Portrait de Mademoiselle L.R. (Louise Riesener) F Portraits ou la leçon de dessin dans l'atelier S The Masqueraders/ Die Maskierten - Vor dem Kostümball (Les costumés - avant le bal costumé)
1881_04	1881-04-25	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Callimaki-Catargi, Eva Dubourg, Charlotte Riesener, Mlle Dubourg, Victoria Cazin, Jean Charles Millais Whistler, James Abbott MacNeill	Londres, Fine Art Society Londres, Royal Academy of Arts Paris, Salon	F Portrait d'Eva Callimaki Catargi F La brodeuse F La tentation de saint Antoine F Une mélodie de Schumann F Manfred et Astarté F Frontispice F Portrait de Mademoiselle L.R. (Louise Riesener) S Peasant Girl/ Bauernmädchen - Landmädchen (paysanne) S Homeward - Heimwärts - Heimkehr von der Ernte (retour des vendanges)
1881_05	1881-06-08	Putney	Scholderer, Otto	Fantin-Latour, Henri	Maître, Edmond Sickert	Londres Londres, National Gallery	
1881_06	1881-06-21	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Scholderer, Viktor Sickert, Sickert, Oswald Adalbert Maître, Edmond		
1881_07	1881-06-23	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Rousseau, Théodor Auguste Corot, Jean-Baptiste Camille Delacroix, Eugène Dupré, Jules Diaz Scholderer, Viktor Chassériau, Théodore Barye, Antoine-Louis	Paris	F Portrait d'Eva Callimaki Catargi F Pêches dans une assiette
1881_08	1881-07-11	Hildesheim Keswick Rd Putney, London	Scholderer, Otto	Fantin-Latour, Henri	Rousseau, Théodor Auguste Delacroix, Eugène Diaz Scholderer, Viktor Dubourg, Victoria Scholderer, Luise Philippine Conradine Dubourg, Charlotte Dubourg, Hélène	Paris Buré (Normandie)	F Pêches dans une assiette F La brodeuse S The Masqueraders/ Die Maskierten - Vor dem Kostümball (Les costumés - avant le bal costumé)
1881_09	1881-08-03	Buré par Le Mesle sur Sarthe, Orne	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor Dubourg, Victoria Dubourg, Charlotte Beethoven, Ludwig van Schiller, Johann Christoph Friedrich von	Buré (Normandie)	
1881_10	1881-09-05	Cornwall	Scholderer, Otto	Fantin-Latour, Henri	Sickert, Oswald Adalbert Rembrandt Scholderer, Viktor Dubourg, Victoria Teniers, David dit le jeune Ostade, Adrien van	Glasgow, The Royal Glasgow Institute of Fine Arts Francfort-sur-le-Main St Ives (Cornwall) Birmingham, Royal Birmingham Society of Artists Manchester, Royal Manchester Institution Liverpool, Walker Art Gallery	
1881_11	1881-11-15	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor Scholderer, Luise Philippine Conradine Edwards, Ruth Dubourg, Victoria Esch, Mlle Sickert, Oswald Adalbert Sickert,	Londres, Royal Academy of Arts Manchester	S The Village Patriarch (le patriarche du village) F Baigneuses (2e grande planche) F Baigneuses (1re grande planche)
1881_12	1881-11	Hildesheim Keswick Rd Putney, London	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Scholderer, Luise Philippine Conradine Scholderer, Viktor Dubourg, Victoria Riesener, Léon Keene, Charles Samuel Sickert Scholderer, Emilie	Londres, Royal Academy of Arts Londres, Dudley Gallery Kronberg im Taunus	S Fine Yarmouth  ! S Fresh Herings  ! / Frische Heringe  ! ( Harengs frais  ! ) S And beauty born of murmuring sound shall pass into her face / Und Schönheit geboren aus murmelndem Klang möge übergehn in ihr Gesicht (cité d’après le poème Lucy de William Wordsworth) F Baigneuses (1re grande planche) F Baigneuses (2e grande planche) S Ein Eselreiter in den Dünen (garçon sur un âne dans les dunes) S Rebhühner (perdrix) S Zwei tote Haselhühner (deux tétras morts) S Fischputzende Magd (jeune femme nettoyant du poisson) S Hof eines Bauernhauses in Kronberg (cours d'une maison paysanne à Kronberg) S Jessica S Homeward - Heimwärts - Heimkehr von der Ernte (retour des vendanges) S The Village Patriarch (le patriarche du village) F Pêches dans une assiette
1881_13	1881-12-05	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Scholderer, Viktor Dubourg, Victoria Scholderer, Luise Philippine Conradine		S Fischputzende Magd (jeune femme nettoyant du poisson) S The Village Patriarch (le patriarche du village)
1881_14	1881-12-30		Fantin-Latour, Henri	Scholderer, Otto	Manet, Edouard Dubourg, Victoria Scholderer, Luise Philippine Conradine		
1882_01	1882-01-22	Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Viktor Scholderer, Luise Philippine Conradine Esch, Mlle Rembrandt Rubens, Peter Paul Constable, John Israël, Ferdinand Gambetta Bismarck, Otto von	Londres, Royal Academy of Arts Paris Paris, Salon	S Jessica S Fine Yarmouth  ! S And beauty born of murmuring sound shall pass into her face / Und Schönheit geboren aus murmelndem Klang möge übergehn in ihr Gesicht (cité d’après le poème Lucy de William Wordsworth)
1882_02	1882-02-06	Hildesheim	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Sickert Scholderer, Viktor	Londres, Royal Academy of Arts Paris, Salon	S Fischputzende Magd (jeune femme nettoyant du poisson) S Fine Yarmouth  !
1882_03	1882-04-08	Buré par Le Mesle sur Sarthe, Orne	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Scholderer, Luise Philippine Conradine Scholderer, Viktor Dubourg, Victoria	Londres, Royal Academy of Arts Paris, Salon Paris, Salon des arts décoratifs	F Portrait de Madame Léon Maître F Madame Lerolle F Étude F L'Auroreore F Ariane abandonnée F La source dans les bois F La Reine de la nuit F La mer ou l'ondine
1882_04	1882-09-15	Hildesheim	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth David Hague, Joshua Anderson Hamer, W. E. Chardin, Jean-Baptiste Siméon Dubourg, Victoria Scholderer, Viktor Whistler, James Abbott MacNeill Millais Dubourg, Hélène Dubourg, Jean-Theodore Dubourg, Charlotte	Londres, Royal Academy of Arts Manchester Londres, Grosvenor Gallery, 51a New Bond Street Paris, Salon des arts décoratifs Manchester, Royal Manchester Institution	F Portrait d'Eva Callimaki Catargi F La lecture (portrait de Marie Fantin-Latour) F Pivoines S Jeune fille avec un plat de cerises ou Cherries/ Kirschen F Solitude , mélodie de Schumann S Fine Yarmouth  !
1882_05	1882-11-14	S.l.	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor Fantin-Latour, Marie	Londres, Royal Academy of Arts Manchester Paris, Salon	S Jeune fille avec un plat de cerises ou Cherries/ Kirschen S Fine Yarmouth  !
1882_06	1882-12-31	Hildesheim	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Viktor Scholderer, Luise Philippine Conradine Esch, Mlle Cazin, Jean Charles Rossetti, Dante Gabriel Bela Uiz Belt, Richard Claude Lawes, Charles Bennett Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore	Londres, Royal Academy of Arts Londres Liverpool, Walker Art Gallery	F Pieds-d'alouette
1883_01	1883-01-02	Paris	Fantin-Latour, Henri	Scholderer, Otto	Dubourg, Victoria Esch, Mlle Cazin, Jean Charles Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore	Gand, Salon triennal Paris, Salon	F Portrait F L'Auroreore F Étude F Pieds-d'alouette F Autoportrait
1883_02	1883-03-08	Putney	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Scholderer, Viktor Budgett, Sarah Cazin, Jean Charles Whistler, James Abbott MacNeill Dubourg, Victoria Manet, Edouard Scholderer, Luise Philippine Conradine	Londres, Dowdeswell Gallery Londres, Royal Academy of Arts Londres, German Gallery Golden Square Paris, Salon Londres, Royal Institue of Painters in Water Colours	S The Last Chord/ Verhallende Akkorde (le dernier accord) F L'étude, pde, portrait de Sarah Budgett F Portrait
1883_03	1883-05-16	Paris	Fantin-Latour, Henri	Scholderer, Otto	Proust, Antonin Monet, Claude Zola, Émile Duret, Théodore Burty, Philippe Edwards, Ruth Manet, Edouard Cazin, Jean Charles Israël, Ferdinand Scholderer, Viktor Scholderer, Luise Philippine Conradine	Londres, Royal Academy of Arts Paris, École nationale des beaux-arts	S The Last Chord/ Verhallende Akkorde (le dernier accord) F L'étude, pde, portrait de Sarah Budgett
1883_04	1883-12-26	Eastbourne, Sussex	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore Scholderer, Viktor Legros, Alphonse Scholderer, Adolphe Magnus, Hermann Edwards, Ruth Schumann Thoma, Hans Lenbach, Franz Seraph von Dubourg, Victoria	Londres, Royal Academy of Arts Londres Francfort-sur-le-Main Francfort sur le Main, Kunstverein Manchester Paris, Salon Londres, Institute of Painters in Oil Colours Marbourg	F L'étude, pde, portrait de Sarah Budgett F Le poète et la Muse F Nuit de printemps S The Masqueraders/ Die Maskierten - Vor dem Kostümball (Les costumés - avant le bal costumé) F Autoportrait S Fresh Herings  ! / Frische Heringe  ! ( Harengs frais  ! )
1883_05	1883-12-28	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Scholderer, Viktor Manet, Edouard Dubourg, Victoria Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore	Bruxelles Manchester Paris, École nationale des beaux-arts Paris, Salon	S The Last Chapter/ Letztes Kapitel (le dernier chapitre) F Portrait F Autoportrait
1884_01	1884-03-11	Hildesheim, Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Dubourg, Victoria Scholderer, Viktor Cuisin, Charles Burne-Jones Esch, Mlle	Londres, Royal Academy of Arts Manchester Paris, Salon Birmingham, Royal Birmingham Society of Artists Manchester, Royal Manchester Institution	S The Last Chapter/ Letztes Kapitel (le dernier chapitre) F Portrait F Portrait de Madame Léon Maître S Master of his horse S Portrait S Portrait F A Medley
1884_02	1884-03-18	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor Scholderer, Luise Philippine Conradine	Londres, Royal Academy of Arts	F Portrait de Madame Léon Maître S The Last Chapter/ Letztes Kapitel (le dernier chapitre)
1884_03	1884-03-19	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Manet, Edouard Dubourg, Victoria	Paris, École nationale des beaux-arts Paris, Salon Eastbourne	S The Last Chapter/ Letztes Kapitel (le dernier chapitre)
1884_04	1884-03-19	Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Viktor Edwards, Ruth	Londres, Royal Academy of Arts Paris, Salon	F L'étude, pde, portrait de Sarah Budgett S The Last Chapter/ Letztes Kapitel (le dernier chapitre) F Portrait de Madame Léon Maître F Nuit de printemps
1884_05	1884-04-30	Paris	Fantin-Latour, Henri	Scholderer, Otto		Paris, Salon	S The Last Chapter/ Letztes Kapitel (le dernier chapitre) F Nuit de printemps F L'étude, pde, portrait de Sarah Budgett F L'anniversiversaire F Sara la baigneuse
1884_06	1884-05-14	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Whistler Cazin, Jean Charles Berlioz Dubourg, Victoria Budgett, Sarah Scholderer, Viktor	Londres, Royal Academy of Arts Buré (Normandie) Paris, Salon Londres, Grosvenor Gallery, 51a New Bond Street	S The Last Chapter/ Letztes Kapitel (le dernier chapitre) S Master of his horse S Hermann Magnus, Esq. F Portrait de Mme Léon Maître F L'étude, pde, portrait de Sarah Budgett F Nuit de printemps F Nuit de printemps (ou le rêve du poète) F L'anniversiversaire F Étoile du soir, pour le Tannhäuser de Wagner F Pour Harold de Berlioz F Le paradis et la péri de R. Schumann F Musique et Poésie F Portrait de Sarah Budgett
